Actual_Drop_Off,Predicted_Drop_Off,Actual_Conversion_Efficiency,Predicted_Conversion_Efficiency
0,0,0.01,0.012795933
0,0,0.02,0.0234725
0,0,0.05,0.04978549
1,1,0.13,0.13118015
0,0,0.03,0.028331049
1,1,0.16,0.1625504
1,1,0.12,0.12035945
1,1,0.08,0.07729225
1,1,1.15,1.1515067
1,1,0.17,0.17528336
1,1,0.27,0.27152365
1,1,0.2,0.19722234
1,1,0.07,0.073081225
0,0,0.01,0.017331801
1,1,0.17,0.176071
1,1,0.24,0.23573832
0,0,0.03,0.028895844
1,1,0.07,0.06662792
1,1,0.07,0.07129899
1,1,0.08,0.08820939
1,1,0.54,0.5442451
0,0,0.03,0.032980144
1,1,0.21,0.20752849
1,1,0.07,0.068179056
1,1,0.98,0.98275065
1,1,0.06,0.05973637
1,1,0.55,0.54448295
0,0,0,0.005444735
1,1,0.07,0.07237457
1,1,0.11,0.10082215
1,1,0.49,0.48110372
1,1,0.06,0.05197387
1,1,0.14,0.14243895
1,1,0.16,0.16107748
0,0,0.01,0.010460161
0,0,0.03,0.02961845
1,1,0.38,0.38112855
0,0,0.01,0.01588139
1,1,0.13,0.13634837
0,0,0.03,0.031141568
1,1,0.06,0.050188962
0,0,0.02,0.022490174
0,0,0.03,0.028454196
0,0,0.02,0.023868352
1,1,0.4,0.39647108
1,1,0.11,0.10968907
1,1,0.09,0.090008035
1,1,0.12,0.11745705
0,0,0.02,0.019612625
0,0,0.02,0.018297005
1,1,0.1,0.0984302
1,1,0.44,0.43831456
1,1,1.18,1.1818982
0,0,0,0.012774374
1,1,0.23,0.22482865
1,1,0.26,0.26215667
1,1,0.37,0.36868912
1,1,0.37,0.36742198
1,1,0.22,0.22090116
1,1,0.1,0.09189308
1,1,0.25,0.25547713
1,1,0.2,0.20358138
1,1,0.8,0.80156994
1,1,0.12,0.12063675
0,0,0.01,0.015841749
1,1,0.15,0.15121178
0,0,0,0.010836959
1,1,0.13,0.12860368
1,1,0.24,0.23828462
0,0,0.02,0.022758748
1,1,0.05,0.05830326
0,0,0.05,0.04802658
1,1,0.14,0.1360881
1,1,0.11,0.111500844
1,1,0.15,0.15011849
1,1,0.12,0.117857024
1,1,0.06,0.060205653
1,1,0.04,0.034242883
1,1,0.13,0.1276109
0,0,0,0.005812615
1,1,0.23,0.22580898
1,1,0.2,0.20042817
0,0,0.01,0.012970507
1,1,0.07,0.070431694
1,1,3,3.0082934
1,1,0.06,0.061229795
1,1,0.09,0.09094672
1,1,0.1,0.09765129
1,1,0.3,0.2995379
0,0,0,0.006478034
1,1,0.08,0.07741161
1,1,0.24,0.23607697
0,0,0.02,0.02307655
1,1,0.09,0.08463462
1,1,0.1,0.09764521
0,0,0.02,0.017962312
1,1,0.14,0.13965867
1,1,0.14,0.14259993
1,1,0.1,0.09677771
1,1,0.36,0.35814214
0,0,0.03,0.028237449
1,1,0.06,0.06367017
1,1,0.11,0.10984437
1,1,0.06,0.05947694
1,1,0.1,0.09533419
1,1,0.06,0.06197299
0,0,0.02,0.025397204
0,0,0.05,0.046354234
1,1,0.16,0.16053958
1,1,0.32,0.32120842
1,1,0.1,0.09765515
1,1,0.07,0.06782134
1,1,0.16,0.15830813
0,0,0.01,0.011828646
1,1,0.23,0.22560918
1,1,0.09,0.08285664
1,1,0.07,0.06582399
1,1,0.16,0.1552987
1,1,1,1.0014244
0,0,0.03,0.032559335
1,1,0.86,0.8612855
1,1,0.06,0.06129182
1,1,0.12,0.12320781
1,1,0.13,0.12854518
1,1,0.45,0.45345467
1,1,0.17,0.16656585
1,1,0.05,0.050469145
1,1,0.18,0.17613883
0,0,0.03,0.026871799
1,1,0.14,0.13950235
0,0,0.05,0.048457548
1,1,0.07,0.069338605
1,1,0.15,0.14731763
1,1,0.08,0.07813685
1,1,0.49,0.48521537
1,1,0.08,0.07616486
0,0,0.01,0.012645274
1,1,0.05,0.046018288
1,1,0.35,0.35458404
1,1,0.23,0.23263948
1,1,0.08,0.07309647
1,1,0.1,0.10013805
1,1,0.16,0.15660284
1,1,0.42,0.41883105
1,1,0.45,0.44966286
0,0,0.02,0.022044525
1,1,0.23,0.2307388
1,1,0.11,0.109942004
1,1,0.24,0.24297947
1,1,0.11,0.10791759
1,1,0.13,0.12585561
1,1,0.19,0.18433993
1,1,0.07,0.065046534
1,1,0.07,0.06893884
1,1,0.1,0.100238785
1,1,0.09,0.08187406
1,1,0.1,0.097724736
1,1,0.13,0.13116014
1,1,0.13,0.13030103
0,0,0.01,0.011929784
0,0,0.02,0.024865033
0,0,0.04,0.03682172
1,1,0.08,0.07526451
1,1,0.07,0.06969009
1,1,0.15,0.15071072
1,1,0.13,0.12518916
1,1,0.13,0.13573742
1,1,0.1,0.09472357
1,1,0.28,0.28296578
1,1,0.74,0.74064547
1,1,0.09,0.08881814
1,1,0.33,0.3268174
1,1,0.09,0.089857176
1,1,0.07,0.07329069
1,1,0.11,0.10829964
1,1,0.13,0.134038
1,1,0.1,0.09520206
1,1,0.09,0.09268804
1,1,0.31,0.30156356
1,1,1.95,1.9534642
1,1,0.18,0.17329219
0,0,0,0.009830549
0,0,0,0.010737006
1,1,0.1,0.095564485
1,1,0.1,0.09225722
1,1,0.1,0.09856498
1,1,0.28,0.28041178
1,1,0.07,0.06605911
1,1,0.15,0.14821245
1,1,0.05,0.04842016
1,1,0.13,0.13431135
1,1,0.19,0.18953305
0,0,0,0.005413763
0,0,0.04,0.041305915
1,1,0.11,0.10698736
0,0,0.05,0.050008364
1,1,0.18,0.18232648
1,1,0.13,0.1254255
1,1,0.22,0.21667959
0,0,0.04,0.04023496
1,1,0.16,0.16167282
1,1,0.2,0.19855241
0,0,0.03,0.034680367
0,0,0.03,0.029588472
0,0,0.04,0.041629884
1,1,0.12,0.120337844
1,1,0.07,0.064575985
1,1,0.07,0.07146694
1,1,0.08,0.07740119
1,1,0.15,0.1478276
0,0,0.04,0.033878155
1,1,0.26,0.26075834
0,0,0.04,0.03970997
0,0,0.01,0.012002699
1,1,0.33,0.3307219
0,0,0.04,0.04529749
1,1,1.19,1.1925205
0,0,0.03,0.029591203
0,0,0,0.006056741
1,1,0.17,0.17305513
1,1,0.06,0.049027454
0,0,0.05,0.049980164
1,1,0.16,0.15676446
1,1,0.23,0.22822276
1,1,0.11,0.10333273
0,0,0.03,0.030746184
1,1,0.36,0.35906005
1,1,0.14,0.13828772
1,1,0.09,0.087140754
0,0,0,0.008998074
1,1,0.09,0.09206487
1,1,0.12,0.12768576
0,0,0.03,0.027676396
0,0,0.03,0.027132154
0,0,0.02,0.020384379
1,1,0.14,0.14495593
1,1,0.09,0.08558048
1,1,0.91,0.9106364
1,1,0.17,0.17457514
0,0,0.03,0.030169195
0,0,0.02,0.015001275
1,1,0.08,0.07756792
1,1,0.1,0.09904857
1,1,0.19,0.18433063
1,1,0.08,0.07727198
0,0,0.05,0.04996599
0,0,0.02,0.023518726
1,1,0.21,0.2105516
1,1,0.11,0.10772174
0,0,0.04,0.0359772
1,1,0.1,0.09986183
0,0,0.04,0.031795584
1,1,0.07,0.07096778
1,1,0.07,0.0782424
1,1,0.18,0.17752583
0,0,0.04,0.035386186
1,1,0.69,0.6867909
1,1,0.28,0.27833563
1,1,0.12,0.12224789
1,1,0.11,0.11084902
1,1,0.07,0.06516586
0,0,0.02,0.020206518
1,1,0.16,0.15930697
1,1,0.07,0.06854425
1,1,0.04,0.040742867
1,1,0.12,0.11774026
0,0,0.05,0.046185058
1,1,0.27,0.2721548
0,0,0.03,0.03165867
1,1,0.06,0.06468199
1,1,0.13,0.13215974
0,0,0.01,0.010963954
1,1,0.11,0.10998504
0,0,0.03,0.029985305
1,1,0.43,0.4283098
0,0,0.04,0.041990988
1,1,0.14,0.13652664
1,1,0.17,0.16794614
1,1,0.1,0.10286662
0,0,0.01,0.012114249
0,0,0.03,0.030806942
1,1,0.11,0.111388534
1,1,0.46,0.46302968
1,1,0.03,0.030651592
1,1,0.11,0.109111354
1,1,0.09,0.087012365
1,1,0.11,0.10697602
1,1,0.15,0.14723407
0,0,0.01,0.011660859
0,0,0.02,0.016470741
1,1,0.15,0.14659305
1,1,0.13,0.12588881
1,1,0.15,0.15444906
1,1,0.47,0.47354048
1,1,0.13,0.12784502
1,1,0.16,0.16312593
1,1,0.18,0.18459876
0,0,0,0.001593597
0,0,0.02,0.025164988
0,0,0.03,0.028510392
1,1,1.63,1.6321536
1,1,0.06,0.05639404
0,0,0.04,0.035701405
1,1,0.06,0.051692575
1,1,0.11,0.103766665
1,1,0.17,0.17539048
1,1,0.08,0.0806755
0,0,0,0.003687777
1,1,0.13,0.13342382
1,1,0.13,0.13448094
0,0,0.05,0.045885228
1,1,0.16,0.16205336
1,1,0.43,0.43008703
1,1,0.03,0.026720881
1,1,0.11,0.11077629
0,0,0.01,0.018770367
1,1,0.11,0.09984641
1,1,0.1,0.10264921
0,0,0.05,0.047590844
1,1,0.08,0.07919899
1,1,0.22,0.22152825
1,1,0.1,0.10096432
0,0,0.02,0.021631695
1,1,0.08,0.07882324
1,1,0.17,0.17515363
1,1,0.1,0.10012351
1,1,0.2,0.20172285
1,1,0.07,0.076082975
0,0,0.01,0.012732636
0,0,0.03,0.031383395
0,0,0.04,0.037906624
1,1,0.18,0.17559673
1,1,0.2,0.19547965
1,1,0.13,0.12796392
1,1,0.08,0.076193705
1,1,4.1,4.1147604
0,0,0.05,0.04802738
1,1,0.13,0.13540493
1,1,0.13,0.13114151
0,0,0,0.010116704
0,0,0.02,0.0258517
1,1,0.56,0.55534273
1,1,0.22,0.22013809
1,1,0.14,0.14323
1,1,0.32,0.3196842
1,1,0.04,0.041328013
1,1,0.13,0.1302586
1,1,0.22,0.21869521
1,1,0.18,0.18054168
0,0,0.05,0.049611717
1,1,0.76,0.7536556
1,1,0.12,0.117341444
1,1,0.66,0.6594154
0,0,0.03,0.025048908
1,1,0.35,0.3486734
0,0,0.05,0.04699037
1,1,0.05,0.05433564
1,1,0.06,0.056550145
0,0,0.05,0.043455057
1,1,0.1,0.09651302
1,1,0.05,0.04964377
1,1,0.07,0.064373866
1,1,0.57,0.5734019
1,1,0.05,0.048532292
1,1,0.17,0.17051847
0,0,0.03,0.032333493
1,1,0.16,0.16404635
0,0,0.05,0.050474774
0,0,0.02,0.026617318
1,1,0.03,0.024833515
0,0,0.03,0.030874703
1,1,0.09,0.09083219
1,1,0.09,0.08967863
1,1,0.41,0.40964568
1,1,0.1,0.097501874
1,1,0.21,0.20792781
1,1,0.11,0.11166631
0,0,0.04,0.037575807
0,0,0.02,0.024154529
1,1,0.12,0.12101975
1,1,0.53,0.52924156
1,1,1.69,1.6965389
0,0,0,0.004896939
1,1,0.34,0.33501625
1,1,0.09,0.09180044
1,1,0.12,0.1166285
0,0,0.05,0.050790526
1,1,0.53,0.5265698
1,1,0.12,0.12124035
1,1,0.08,0.08219652
0,0,0.01,0.010385096
1,1,1.29,1.2932888
1,1,0.24,0.23941827
1,1,0.07,0.067470536
1,1,0.11,0.10909635
1,1,0.11,0.104122
1,1,0.18,0.17858998
0,0,0.03,0.029767884
1,1,0.74,0.7435677
1,1,0.07,0.06838238
1,1,0.09,0.08404507
1,1,0.16,0.16603135
1,1,0.05,0.046152107
0,0,0.02,0.032828107
0,0,0.01,0.015273243
1,1,0.15,0.14725864
1,1,0.11,0.10594241
1,1,0.12,0.11787903
1,1,0.04,0.05439029
1,1,0.47,0.46820736
1,1,0.12,0.11923505
0,0,0.03,0.028742546
1,1,0.14,0.14335081
1,1,0.14,0.14595829
0,0,0.04,0.04491496
1,1,0.17,0.16342132
1,1,0.25,0.24747278
0,0,0.01,0.010555439
1,1,0.11,0.10869546
1,1,0.09,0.0922147
1,1,0.28,0.28213477
0,0,0,0.005556099
0,0,0.02,0.021352481
1,1,0.11,0.11090551
0,0,0.01,0.010991529
1,1,0.16,0.15661085
1,1,0.36,0.35956693
1,1,0.07,0.0709247
1,1,0.17,0.1686767
1,1,0.46,0.46491075
1,1,0.06,0.06314741
1,1,0.27,0.2704873
0,0,0.02,0.023185711
0,0,0.01,0.008731753
1,1,0.38,0.37983918
0,0,0,0.00353922
1,1,0.11,0.11120787
1,1,0.32,0.32304972
1,1,1.69,1.6849777
0,0,0.04,0.03745141
1,1,0.5,0.50225407
1,1,0.04,0.042112075
1,1,0.3,0.29944843
1,1,0.48,0.47633857
1,1,0.19,0.18746826
1,1,0.27,0.27266163
1,1,0.34,0.33939523
1,1,0.11,0.10827437
0,0,0.01,0.00874316
0,0,0.01,0.013292901
0,0,0.02,0.022444393
1,1,0.1,0.09830792
1,1,0.7,0.6870989
0,0,0.02,0.01784242
1,1,0.06,0.06427412
1,1,0.08,0.0725141
1,1,0.28,0.28183848
1,1,2.08,2.0885046
0,0,0.01,0.010474019
1,1,0.15,0.15366025
1,1,0.12,0.11580092
1,1,0.78,0.78098994
1,1,2,1.9949411
1,1,0.27,0.27058005
0,0,0.05,0.049655586
1,1,0.08,0.08333902
1,1,0.05,0.053903423
1,1,0.14,0.14362364
1,1,0.14,0.13994549
0,0,0.01,0.015978985
1,1,0.13,0.1317647
1,1,0.11,0.11034091
1,1,0.08,0.07496469
0,0,0.01,0.01232031
0,0,0.03,0.030690413
1,1,0.15,0.15286526
1,1,0.08,0.07312502
0,0,0.04,0.040552616
1,1,0.08,0.077319115
1,1,0.3,0.29617226
1,1,0.09,0.10545157
1,1,1.5,1.496781
1,1,0.11,0.109662965
1,1,0.27,0.26424545
1,1,0.69,0.69121397
0,0,0.01,0.01599133
1,1,0.1,0.09964357
0,0,0.01,0.020319479
1,1,0.12,0.12150554
1,1,1.12,1.1196505
1,1,0.37,0.36508715
1,1,0.23,0.23114248
1,1,0.13,0.124556646
1,1,0.24,0.24445392
1,1,0.08,0.08027567
1,1,1,1.0019764
1,1,1.74,1.7378869
0,0,0.04,0.04104024
0,0,0.04,0.04192513
0,0,0.02,0.0203956
0,0,0.01,0.015462626
1,1,0.1,0.09384403
0,0,0,0.004267499
1,1,0.34,0.33608168
1,1,0.08,0.07747415
0,0,0.04,0.03427699
1,1,1.33,1.3288716
1,1,0.14,0.13739656
1,1,0.06,0.051927827
1,1,0.09,0.0863632
1,1,0.06,0.06400408
1,1,3,3.0093632
1,1,0.23,0.23026367
1,1,0.08,0.07650691
1,1,0.06,0.060412496
1,1,0.09,0.09250799
0,0,0,0.005040877
0,0,0.02,0.023401083
1,1,0.19,0.19441663
1,1,0.07,0.066971704
1,1,0.25,0.2517944
1,1,0.05,0.050271317
1,1,0.14,0.13413407
1,1,0.08,0.08098866
1,1,0.27,0.26923507
0,0,0.02,0.024995092
1,1,0.11,0.106778964
0,0,0.02,0.015025925
1,1,0.06,0.060289636
0,0,0.03,0.031255186
0,0,0.03,0.03299976
1,1,0.05,0.05017089
1,1,0.17,0.16695994
1,1,0.25,0.24649218
1,1,0.1,0.11704998
1,1,0.08,0.07825453
1,1,0.04,0.040814675
1,1,0.06,0.056240886
1,1,0.08,0.07975511
0,0,0,0.003632784
1,1,0.08,0.07736237
1,1,0.1,0.09512566
0,0,0.05,0.048949767
0,0,0.03,0.028255228
0,0,0.01,0.015830815
1,1,0.14,0.14013441
1,1,0.11,0.09883036
1,1,0.75,0.7504609
1,1,0.1,0.096170306
1,1,1.55,1.5483236
1,1,0.09,0.091838926
0,0,0.04,0.037309695
1,1,0.09,0.08727807
1,1,0.1,0.09973754
1,1,0.11,0.10415836
0,0,0.02,0.020037267
0,0,0.02,0.016491197
1,1,0.12,0.11401959
1,1,0.1,0.09953025
1,1,1.26,1.2630641
0,0,0.01,0.009212785
1,1,0.25,0.24938945
1,1,0.14,0.13597275
1,1,0.14,0.13857701
0,0,0.04,0.037120268
1,1,0.04,0.040329546
1,1,0.06,0.061343744
1,1,0.08,0.1042479
1,1,0.07,0.06979816
1,1,0.17,0.16743146
0,0,0.03,0.028470784
1,1,0.1,0.09921722
1,1,0.3,0.2977667
1,1,0.09,0.08742352
1,1,0.11,0.11427653
1,1,0.17,0.17711641
1,1,0.13,0.12340927
1,1,0.36,0.36049443
1,1,0.17,0.16774015
1,1,2.54,2.5461133
1,1,0.16,0.16134103
0,0,0.02,0.021466697
1,1,0.1,0.09820062
0,0,0,0.012853459
1,1,0.14,0.13714238
1,1,0.17,0.16741008
1,1,0.18,0.18222588
1,1,0.37,0.36755258
1,1,0.1,0.09596346
1,1,0.07,0.068284206
1,1,0.12,0.12291309
1,1,0.21,0.20645313
1,1,0.59,0.5860961
1,1,0.05,0.046329558
1,1,0.09,0.092661485
1,1,0.95,0.9485865
1,1,0.04,0.035230443
1,1,0.08,0.07227112
1,1,0.1,0.101339474
1,1,0.04,0.03995859
1,1,0.05,0.046255708
0,0,0.01,0.013620697
1,1,0.24,0.24032484
1,1,0.1,0.09797399
0,0,0.03,0.030645972
0,0,0.02,0.024361841
1,1,0.15,0.15730187
1,1,0.1,0.09651615
1,1,0.06,0.055274546
1,1,0.13,0.12754594
1,1,0.43,0.42834753
1,1,0.25,0.24653584
0,0,0.03,0.033052057
1,1,0.24,0.23700096
0,0,0.02,0.02394307
0,0,0.01,0.011474259
1,1,0.12,0.116561845
1,1,0.07,0.071900055
1,1,0.14,0.13549556
1,1,0.08,0.075327635
1,1,0.21,0.2055649
0,0,0.04,0.039356645
1,1,0.15,0.14892203
1,1,0.07,0.07285525
0,0,0.01,0.014909349
1,1,0.11,0.10794659
1,1,0.05,0.039336547
1,1,0.06,0.06291844
1,1,0.37,0.36897063
0,0,0.02,0.02063191
1,1,0.29,0.29342085
1,1,0.1,0.100201085
1,1,0.08,0.08027041
1,1,0.33,0.33542246
1,1,0.08,0.073438406
0,0,0.03,0.030833354
0,0,0.03,0.03145638
1,1,0.77,0.7716737
1,1,0.13,0.13254394
0,0,0.02,0.02394088
1,1,0.15,0.15141404
1,1,0.09,0.08814694
1,1,0.18,0.17483668
0,0,0.03,0.030996297
1,1,2,2.0046844
1,1,0.25,0.2507248
1,1,0.1,0.099677965
1,1,0.16,0.16307117
1,1,0.26,0.2617123
1,1,0.11,0.10764985
0,0,0.05,0.05054295
0,0,0,0.011705235
0,0,0.04,0.040995657
1,1,0.08,0.07669146
1,1,0.07,0.06981765
1,1,0.12,0.12080704
1,1,0.14,0.13916962
1,1,0.04,0.037020147
1,1,0.03,0.034025803
1,1,1.17,1.1738065
1,1,0.18,0.17869598
1,1,0.08,0.080579534
0,0,0,0.003501773
0,0,0.05,0.04978277
1,1,0.36,0.35837972
1,1,0.08,0.08149068
1,1,0.23,0.2297676
0,0,0.02,0.020932887
0,0,0.05,0.051572476
1,1,0.12,0.120722726
1,1,0.15,0.14360113
0,0,0.01,0.013244625
1,1,0.05,0.051185347
1,1,0.06,0.056200415
0,0,0.03,0.028982095
0,0,0.04,0.037158616
1,1,0.13,0.1251098
1,1,0.36,0.35995483
1,1,0.04,0.04431662
1,1,0.17,0.1663825
1,1,0.55,0.5496735
1,1,0.82,0.8211304
0,0,0.04,0.04322706
1,1,0.08,0.077120766
0,0,0.01,0.010307454
1,1,0.12,0.11754419
1,1,0.08,0.07283811
1,1,0.12,0.11809975
0,0,0.02,0.020073699
1,1,0.1,0.09419678
1,1,0.07,0.069779254
1,1,0.59,0.5899616
1,1,0.06,0.060046207
1,1,0.6,0.6002229
1,1,0.13,0.13599993
0,0,0.01,0.011151999
1,1,0.07,0.07380405
1,1,0.13,0.1332488
0,0,0.01,0.015946984
0,0,0.05,0.050375573
0,0,0.02,0.019202182
1,1,0.15,0.14687756
0,0,0.03,0.031674128
1,1,0.16,0.15591717
0,0,0.04,0.03747152
1,1,0.14,0.13095985
1,1,0.19,0.19408803
1,1,0.54,0.53593606
1,1,1.08,1.0763407
1,1,0.1,0.10028462
0,0,0.03,0.030231021
1,1,0.13,0.13277444
1,1,0.05,0.05268877
0,0,0.01,0.011219788
0,0,0,0.004096009
1,1,0.03,0.032874584
1,1,0.09,0.08402537
0,0,0.05,0.04610161
1,1,0.47,0.46993428
1,1,0.08,0.08259238
1,1,0.1,0.092310935
1,1,0.17,0.16785859
1,1,0.08,0.08013782
1,1,0.16,0.15883254
1,1,0.07,0.06861292
1,1,0.07,0.06988387
0,0,0.04,0.039106607
0,0,0.04,0.033443816
1,1,0.08,0.07810412
1,1,0.3,0.2995057
1,1,0.1,0.10056658
1,1,0.15,0.15248403
1,1,0.15,0.14690997
0,0,0.04,0.04203457
1,1,0.16,0.16001898
1,1,0.35,0.3475622
1,1,0.18,0.17897244
1,1,2.56,2.563545
1,1,0.16,0.16272348
1,1,0.11,0.10321687
0,0,0,0.008568488
1,1,0.12,0.11667229
1,1,0.26,0.26113224
1,1,0.09,0.09120996
1,1,0.08,0.075400546
0,0,0.03,0.033000756
0,0,0.05,0.0504007
1,1,0.08,0.07446356
1,1,0.35,0.34701985
1,1,0.09,0.08952905
1,1,0.07,0.07051157
1,1,0.09,0.08443661
0,0,0.01,0.015265632
0,0,0.01,0.010599088
1,1,0.11,0.11140297
1,1,0.35,0.35240757
1,1,0.08,0.074719414
1,1,0.1,0.09943226
1,1,0.09,0.08355491
1,1,0.35,0.3498723
1,1,0.13,0.12764561
0,0,0,0.007613041
1,1,0.13,0.12726583
0,0,0.02,0.018461484
0,0,0.05,0.04491617
1,1,0.08,0.084698185
1,1,0.33,0.33310473
1,1,1.43,1.4261724
0,0,0.01,0.012769371
1,1,0.07,0.06825565
1,1,0.04,0.038232014
1,1,0.1,0.103897035
1,1,0.06,0.06212408
1,1,0.11,0.11309911
1,1,0.81,0.8091417
1,1,0.21,0.20394282
1,1,0.21,0.21080704
0,0,0.03,0.026667573
1,1,0.13,0.13046692
1,1,1.03,1.0312108
1,1,0.47,0.47260374
1,1,0.06,0.06381549
1,1,0.19,0.1893699
1,1,0.09,0.10222627
1,1,0.15,0.14905465
0,0,0.01,0.016199995
1,1,0.12,0.11778875
1,1,0.16,0.15861692
0,0,0.02,0.018590873
1,1,0.1,0.100362
1,1,0.17,0.16719238
1,1,0.09,0.086551145
1,1,0.33,0.3277877
0,0,0.02,0.022071699
1,1,0.09,0.085599706
1,1,0.38,0.37781334
0,0,0.01,0.009615343
1,1,0.08,0.079552874
0,0,0,0.005810298
1,1,0.16,0.16889526
1,1,0.18,0.18294212
1,1,0.06,0.06156239
1,1,0.11,0.11102153
1,1,0.06,0.058266565
1,1,0.03,0.011608996
1,1,0.26,0.26014584
0,0,0.04,0.035552856
1,1,0.06,0.05584555
1,1,0.43,0.42394507
1,1,0.25,0.24785139
0,0,0.03,0.027371423
1,1,0.2,0.2009245
1,1,0.56,0.56393373
1,1,0.15,0.15520923
1,1,0.1,0.09789282
0,0,0.03,0.031161113
1,1,0.2,0.1977617
0,0,0.01,0.016989157
1,1,0.12,0.11935508
1,1,0.1,0.100429535
0,0,0.03,0.027872292
1,1,0.07,0.07108657
1,1,0.06,0.06031294
1,1,0.06,0.05767846
1,1,0.06,0.06647937
1,1,1.12,1.1194681
0,0,0.02,0.02279285
0,0,0.05,0.044573855
1,1,0.08,0.08490938
1,1,0.12,0.10795386
0,0,0.05,0.0511918
1,1,0.24,0.24074449
1,1,0.04,0.04571455
1,1,0.27,0.26820922
0,0,0,0.025776528
1,1,0.13,0.13134755
1,1,0.15,0.14966294
0,0,0.05,0.049381196
1,1,0.15,0.15133597
0,0,0.05,0.052383658
1,1,0.1,0.10046257
1,1,0.71,0.7129044
1,1,0.09,0.09148924
1,1,0.06,0.05303073
0,0,0.04,0.048896372
1,1,0.06,0.05760938
1,1,0.33,0.32842565
1,1,0.14,0.14357667
1,1,0.14,0.1391654
1,1,0.14,0.13446864
1,1,0.14,0.13943386
1,1,0.07,0.06989662
1,1,0.2,0.2008159
0,0,0.01,0.015124057
1,1,0.08,0.08401795
1,1,0.19,0.18715347
1,1,0.12,0.12455891
1,1,0.09,0.08688198
1,1,0.1,0.10009891
0,0,0.01,0.015231013
0,0,0.01,0.014173489
0,0,0.05,0.04888935
1,1,0.12,0.12421094
1,1,0.31,0.3076808
1,1,0.08,0.080954224
0,0,0.01,0.014378145
1,1,0.84,0.84134597
1,1,0.14,0.14152716
1,1,0.18,0.17412306
1,1,0.1,0.093279645
1,1,0.13,0.12468742
1,1,0.06,0.062872306
1,1,0.13,0.12927121
0,0,0,0.013440073
0,0,0.02,0.020353917
1,1,0.08,0.076956496
1,1,0.09,0.085366175
0,0,0.04,0.02923581
1,1,0.07,0.070547625
1,1,0.06,0.057423264
1,1,0.11,0.10682368
1,1,0.12,0.12241696
0,0,0.02,0.01977308
1,1,2.54,2.5453756
1,1,0.11,0.10710083
1,1,0.07,0.0703294
1,1,0.14,0.14281438
0,0,0.02,0.015842669
1,1,0.42,0.41844887
1,1,0.37,0.36724848
0,0,0.01,0.011866767
1,1,0.06,0.05738248
1,1,0.19,0.18627627
1,1,0.11,0.11309904
0,0,0.02,0.025270713
0,0,0.02,0.023704762
1,1,0.09,0.08395879
0,0,0.02,0.02076307
1,1,0.09,0.08782801
1,1,0.13,0.12999417
1,1,0.33,0.32999623
0,0,0.04,0.03695154
1,1,0.12,0.12440263
1,1,2.07,2.0741177
1,1,0.09,0.089304715
1,1,0.08,0.08209244
1,1,0.1,0.09600957
0,0,0.03,0.031655278
0,0,0,0.010633431
0,0,0.01,0.00964617
1,1,2.36,2.3647408
1,1,0.06,0.06397797
1,1,0.07,0.06706768
1,1,0.08,0.07771896
1,1,0.14,0.13554092
1,1,0.08,0.079193994
0,0,0.05,0.05115934
0,0,0.01,0.020696297
1,1,0.28,0.28087658
1,1,0.05,0.049358875
1,1,0.1,0.09693727
0,0,0.05,0.045594335
1,1,0.82,0.81765354
1,1,0.08,0.075978205
1,1,0.92,0.92101383
1,1,0.05,0.051266596
1,1,0.68,0.67712116
1,1,0.09,0.08990942
1,1,0.27,0.2711357
1,1,0.14,0.13898896
1,1,0.33,0.32899922
1,1,0.07,0.07218565
1,1,0.1,0.091514364
1,1,0.13,0.12930675
1,1,0.16,0.1558993
1,1,3,3.009843
0,0,0.02,0.025437512
1,1,0.06,0.054658324
0,0,0.01,0.015705418
1,1,0.08,0.07699244
1,1,0.49,0.48541814
1,1,0.08,0.0825696
0,0,0.04,0.034703616
1,1,0.07,0.07546094
1,1,0.1,0.09121968
1,1,0.15,0.1545408
1,1,0.06,0.061047837
1,1,0.12,0.11725485
1,1,0.14,0.1379304
1,1,0.29,0.28815377
1,1,0.14,0.13587044
1,1,0.23,0.23259194
1,1,0.1,0.10114175
1,1,0.5,0.49845445
1,1,2.27,2.2756884
1,1,0.04,0.04778251
1,1,0.64,0.64213455
0,0,0.02,0.01701976
1,1,0.13,0.13542533
1,1,0.13,0.12944146
1,1,0.83,0.8287939
1,1,0.11,0.106895104
0,0,0,0.006491788
1,1,0.1,0.08960639
1,1,0.09,0.09235342
1,1,0.18,0.17978008
1,1,0.08,0.07518399
1,1,0.12,0.12737362
1,1,0.16,0.16323294
1,1,0.42,0.413175
1,1,0.11,0.11069165
0,0,0.03,0.034321375
1,1,0.13,0.1276957
1,1,0.24,0.24146397
1,1,0.33,0.3324983
0,0,0.03,0.027145604
1,1,0.13,0.12994032
1,1,0.18,0.18108563
1,1,0.1,0.09576878
1,1,0.13,0.14087176
1,1,0.12,0.11952274
0,0,0.03,0.030762888
1,1,0.28,0.2814027
1,1,0.06,0.06583535
1,1,1.19,1.1924912
1,1,0.11,0.108631134
1,1,0.31,0.30864716
1,1,0.15,0.14972655
0,0,0.02,0.020737752
1,1,0.15,0.14244883
1,1,0.09,0.09172444
1,1,0.33,0.33035976
1,1,0.1,0.098016515
0,0,0.02,0.015470363
1,1,0.42,0.41726846
1,1,0.06,0.06192799
0,0,0.04,0.041730687
1,1,0.18,0.18026887
1,1,0.12,0.11706659
1,1,0.22,0.21617065
1,1,0.12,0.11843218
0,0,0.05,0.04325751
